asset_path,shape,source_center_x,source_center_y,source_width,source_height,source_x,source_y,manifest
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\27.png,rectangle,435.5,108.5,117,115,359,33,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\28.png,rectangle,439.5,476.0,115,114,364,401,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\29.png,rectangle,316.5,139.5,109,113,244,65,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\3.png,rectangle,435.0,468.5,134,141,350,380,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\30.png,rectangle,319.5,467.0,121,118,241,390,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\31.png,rectangle,583.0,129.5,116,127,507,48,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\32.png,rectangle,563.5,478.5,119,121,486,400,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\33.png,rectangle,425.0,91.5,120,127,347,10,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\34.png,rectangle,313.0,475.0,116,116,237,399,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\35.png,rectangle,301.0,144.5,118,127,224,63,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\36.png,rectangle,501.0,123.5,94,109,436,51,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\37.png,rectangle,444.5,518.5,111,101,371,450,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\38.png,rectangle,422.5,103.5,115,115,347,28,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\39.png,rectangle,350.0,121.5,116,121,274,43,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\4.png,rectangle,438.5,469.0,151,138,345,382,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\40.png,rectangle,310.0,463.0,110,132,237,379,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\41.png,rectangle,296.5,117.5,127,137,215,31,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\42.png,rectangle,450.0,481.5,126,137,369,395,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\43.png,rectangle,437.0,145.5,112,109,363,73,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\44.png,rectangle,546.5,118.5,103,107,477,47,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\45.png,rectangle,321.0,458.5,112,113,247,384,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\46.png,rectangle,303.0,145.0,116,132,227,61,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\47.png,rectangle,452.5,473.0,123,94,373,408,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\48.png,rectangle,528.5,461.5,117,127,452,380,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\49.png,rectangle,533.0,132.5,146,135,442,47,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\5.png,rectangle,433.0,467.5,144,137,343,381,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\50.png,rectangle,326.5,448.5,111,121,253,370,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\51.png,rectangle,311.0,144.5,118,137,234,58,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\52.png,rectangle,454.0,450.0,130,134,371,365,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\53.png,rectangle,512.0,138.5,90,109,449,66,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\54.png,rectangle,338.5,127.5,103,105,269,57,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\55.png,rectangle,404.5,460.0,97,102,338,391,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\56.png,rectangle,568.0,450.0,90,92,505,386,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\57.png,rectangle,410.5,479.5,121,119,332,402,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\58.png,rectangle,574.5,464.5,99,95,507,399,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\59.png,rectangle,562.0,144.0,96,100,496,76,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\6.png,rectangle,581.5,459.5,135,141,496,371,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\60.png,rectangle,360.0,139.5,104,97,290,73,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\61.png,rectangle,368.0,473.5,98,99,301,406,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\62.png,rectangle,559.5,473.5,103,103,490,404,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\63.png,rectangle,556.0,108.5,114,123,481,29,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\64.png,rectangle,339.5,126.5,111,99,266,59,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\65.png,rectangle,353.0,478.5,120,119,275,401,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\66.png,rectangle,560.0,473.0,94,84,495,413,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\67.png,rectangle,561.5,123.5,117,115,485,48,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\68.png,rectangle,344.5,125.0,113,106,270,54,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\69.png,rectangle,433.0,473.0,128,110,351,400,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\7.png,rectangle,584.5,449.0,141,144,496,359,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\70.png,rectangle,434.5,465.5,127,123,353,386,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\71.png,rectangle,433.0,480.5,124,111,353,407,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\72.png,rectangle,427.5,475.5,137,123,341,396,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\73.png,rectangle,435.0,481.5,126,113,354,407,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\74.png,rectangle,602.0,453.0,112,120,528,375,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\75.png,rectangle,593.5,462.5,109,91,521,399,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\76.png,rectangle,577.5,459.5,103,103,508,390,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\77.png,rectangle,582.5,436.0,99,110,515,363,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\78.png,rectangle,579.5,454.0,139,128,492,372,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\79.png,rectangle,564.0,150.0,134,120,479,72,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\8.png,rectangle,586.5,450.0,137,126,500,369,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\80.png,rectangle,579.5,142.5,135,131,494,59,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\81.png,rectangle,567.0,129.0,126,122,486,50,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\82.png,rectangle,577.5,124.0,121,118,499,47,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\83.png,rectangle,568.5,132.5,149,143,476,43,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\84.png,rectangle,430.0,117.5,144,117,340,41,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\85.png,rectangle,426.5,116.0,147,126,335,35,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\86.png,rectangle,427.5,115.0,147,120,336,37,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\87.png,rectangle,418.5,108.5,139,129,331,26,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\88.png,rectangle,420.5,111.5,151,127,327,30,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\89.png,rectangle,435.0,492.0,136,112,349,418,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\9.png,rectangle,576.5,438.5,139,133,489,354,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\90.png,rectangle,616.5,482.0,143,128,527,400,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\91.png,rectangle,583.0,112.0,148,148,491,20,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\92.png,rectangle,436.5,113.0,137,136,350,27,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\93.png,rectangle,428.0,134.5,104,113,358,60,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\94.png,rectangle,448.5,477.0,105,106,378,406,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\95.png,rectangle,325.5,150.0,101,106,257,79,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\96.png,rectangle,354.0,479.0,102,116,285,403,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\97.png,rectangle,525.0,159.0,86,92,464,95,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\98.png,rectangle,506.5,476.5,93,97,442,410,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\99.png,rectangle,427.0,150.5,98,97,360,84,C:\jmbaek\ugrp\candidate_assets\records_105\rectangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\1.png,triangle,373.0,523.0,72,104,319,453,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\10.png,triangle,411.5,511.5,123,133,332,427,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\100.png,triangle,553.5,134.5,121,133,475,50,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\101.png,triangle,409.5,115.0,139,170,322,12,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\102.png,triangle,404.5,121.5,123,129,325,39,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\103.png,triangle,413.0,113.0,116,124,337,33,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\104.png,triangle,425.5,127.0,121,118,347,50,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\105.png,triangle,431.0,127.0,128,128,349,45,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\11.png,triangle,597.0,450.0,124,148,517,358,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\12.png,triangle,593.5,143.0,135,162,508,44,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\13.png,triangle,422.0,134.5,128,151,340,41,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\14.png,triangle,550.5,486.5,97,115,484,411,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\15.png,triangle,512.0,138.5,84,111,452,65,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\16.png,triangle,585.0,487.5,126,121,504,409,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\17.png,triangle,557.5,95.0,109,162,485,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\18.png,triangle,561.5,83.0,89,124,499,3,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\19.png,triangle,563.0,72.0,94,132,498,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\2.png,triangle,370.5,523.5,95,119,305,446,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\20.png,triangle,551.0,158.5,92,127,487,77,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\21.png,triangle,542.5,160.5,99,125,475,80,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\22.png,triangle,396.5,156.0,107,144,325,66,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\23.png,triangle,424.0,129.0,116,144,348,39,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\24.png,triangle,402.0,117.5,104,145,332,27,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\25.png,triangle,406.5,129.5,105,129,336,47,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\26.png,triangle,420.0,136.0,110,130,347,53,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\27.png,triangle,439.0,472.5,92,113,375,398,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\28.png,triangle,422.5,121.5,91,125,359,41,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\29.png,triangle,334.5,460.5,87,107,273,389,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\3.png,triangle,363.0,523.0,106,142,292,434,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\30.png,triangle,313.0,136.5,100,113,245,62,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\31.png,triangle,548.0,464.0,94,124,483,384,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\32.png,triangle,510.0,132.5,90,105,447,62,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\33.png,triangle,448.0,498.5,108,115,376,423,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\34.png,triangle,427.0,134.5,100,117,359,58,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\35.png,triangle,320.5,472.5,105,129,250,390,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\36.png,triangle,308.0,158.5,100,127,240,77,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\37.png,triangle,534.5,476.5,93,121,470,398,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\38.png,triangle,524.0,142.5,96,111,458,69,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\39.png,triangle,429.5,468.0,103,118,360,391,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\4.png,triangle,358.0,529.5,110,125,285,449,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\40.png,triangle,402.5,135.0,85,114,342,60,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\41.png,triangle,321.0,468.0,90,106,258,397,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\42.png,triangle,302.5,155.5,97,117,236,79,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\43.png,triangle,545.5,492.5,93,107,481,421,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\44.png,triangle,418.5,449.5,95,109,353,377,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\45.png,triangle,411.0,145.5,96,105,345,75,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\46.png,triangle,335.0,470.0,102,106,266,399,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\47.png,triangle,296.0,146.0,88,116,234,70,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\48.png,triangle,539.5,462.5,81,101,481,394,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\49.png,triangle,523.5,141.0,95,122,458,62,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\5.png,triangle,374.0,539.5,108,129,302,457,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\50.png,triangle,435.0,458.0,114,114,360,383,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\51.png,triangle,429.5,88.0,105,122,359,9,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\52.png,triangle,296.5,416.5,97,115,230,341,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\53.png,triangle,288.0,216.5,104,115,218,141,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\54.png,triangle,556.5,456.5,105,129,486,374,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\55.png,triangle,573.5,157.0,97,128,507,75,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\56.png,triangle,356.5,486.0,137,152,270,392,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\57.png,triangle,319.0,134.0,118,140,242,46,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\58.png,triangle,447.5,462.5,121,127,369,381,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\59.png,triangle,442.5,119.5,137,145,356,29,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\6.png,triangle,583.5,499.5,103,141,514,411,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\60.png,triangle,518.0,460.0,92,122,454,381,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\61.png,triangle,506.5,130.0,101,124,438,50,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\62.png,triangle,350.5,479.5,117,131,274,396,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\63.png,triangle,316.0,156.0,116,144,240,66,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\64.png,triangle,441.5,485.0,119,134,364,400,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\65.png,triangle,424.5,101.5,127,145,343,11,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\66.png,triangle,531.5,102.0,135,174,446,0,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\67.png,triangle,320.0,491.0,126,138,239,404,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\68.png,triangle,315.5,134.5,139,155,228,39,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\69.png,triangle,448.5,477.0,137,146,362,386,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\7.png,triangle,566.5,488.5,95,131,501,405,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
C:\jmbaek\ugrp\candidate_assets\records_105\triangle\70.png,triangle,320.5,124.0,99,138,253,37,C:\jmbaek\ugrp\candidate_assets\records_105\triangle\manifest.csv
